,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
182386,York,Keelsdale,43.6911158,-79.47601329999999,Dollar Tree,43.6902962,-79.4746668,Discount Store
182399,York,Mount Dennis,43.6911158,-79.47601329999999,Subway,43.69000119168634,-79.4757628440857,Sandwich Place
182400,York,Mount Dennis,43.6911158,-79.47601329999999,2 Brothers shawarma,43.690118,-79.47515,Turkish Restaurant
182401,York,Mount Dennis,43.6911158,-79.47601329999999,Timothy's World Coffee,43.69007166039847,-79.47459889881466,Coffee Shop
182402,York,Mount Dennis,43.6911158,-79.47601329999999,Dollar Tree,43.6902962,-79.4746668,Discount Store
182415,York,Silverthorn,43.6911158,-79.47601329999999,Subway,43.69000119168634,-79.4757628440857,Sandwich Place
182416,York,Silverthorn,43.6911158,-79.47601329999999,2 Brothers shawarma,43.690118,-79.47515,Turkish Restaurant
182417,York,Silverthorn,43.6911158,-79.47601329999999,Timothy's World Coffee,43.69007166039847,-79.47459889881466,Coffee Shop
182418,York,Silverthorn,43.6911158,-79.47601329999999,Dollar Tree,43.6902962,-79.4746668,Discount Store
182431,North York,Emery,43.7247659,-79.53224240000002,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
182432,North York,Humberlea,43.7247659,-79.53224240000002,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
182433,Scarborough,Birch Cliff,43.692657000000004,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
182434,Scarborough,Birch Cliff,43.692657000000004,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
182435,Scarborough,Birch Cliff,43.692657000000004,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
182436,Scarborough,Birch Cliff,43.692657000000004,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
182449,Scarborough,Cliffside West,43.692657000000004,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
182450,Scarborough,Cliffside West,43.692657000000004,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
182451,Scarborough,Cliffside West,43.692657000000004,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
182452,Scarborough,Cliffside West,43.692657000000004,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
182465,North York,Willowdale South,43.7701199,-79.40849279999999,Loblaws,43.768648243223105,-79.41259737496199,Grocery Store
182466,North York,Willowdale South,43.7701199,-79.40849279999999,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
182467,North York,Willowdale South,43.7701199,-79.40849279999999,Starbucks,43.7681923488525,-79.41302061080933,Coffee Shop
182468,North York,Willowdale South,43.7701199,-79.40849279999999,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
182469,North York,Willowdale South,43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
182470,North York,Willowdale South,43.7701199,-79.40849279999999,Cineplex Cinemas Empress Walk,43.76862539839479,-79.41261307104753,Movie Theater
182471,North York,Willowdale South,43.7701199,-79.40849279999999,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
182472,North York,Willowdale South,43.7701199,-79.40849279999999,Saryo,43.76693,-79.41206,Café
182473,North York,Willowdale South,43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
182474,North York,Willowdale South,43.7701199,-79.40849279999999,Jack Astor's Bar & Grill,43.76709662310871,-79.41226301488,Restaurant
182475,North York,Willowdale South,43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
182476,North York,Willowdale South,43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
182477,North York,Willowdale South,43.7701199,-79.40849279999999,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
182478,North York,Willowdale South,43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
182479,North York,Willowdale South,43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
182480,North York,Willowdale South,43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
182481,North York,Willowdale South,43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
182482,North York,Willowdale South,43.7701199,-79.40849279999999,Dairy Queen (Treat),43.7669561,-79.4120617,Ice Cream Shop
182483,North York,Willowdale South,43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
182484,North York,Willowdale South,43.7701199,-79.40849279999999,Wendy's,43.76846127243853,-79.4123771060805,Fast Food Restaurant
182485,North York,Willowdale South,43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
182486,North York,Willowdale South,43.7701199,-79.40849279999999,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
182487,North York,Willowdale South,43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
182488,North York,Willowdale South,43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
182489,North York,Willowdale South,43.7701199,-79.40849279999999,Dollarama,43.76857990194044,-79.41258130650297,Discount Store
182490,North York,Willowdale South,43.7701199,-79.40849279999999,Subway,43.768175813865255,-79.41367417969296,Sandwich Place
182491,North York,Willowdale South,43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
182492,North York,Willowdale South,43.7701199,-79.40849279999999,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
182493,North York,Willowdale South,43.7701199,-79.40849279999999,Crazy Don,43.76982149058165,-79.41303652329837,Korean Restaurant
182494,North York,Willowdale South,43.7701199,-79.40849279999999,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
182495,North York,Willowdale South,43.7701199,-79.40849279999999,Shoppers Drug Mart,43.766007070895164,-79.41081923680855,Pharmacy
182496,North York,Willowdale South,43.7701199,-79.40849279999999,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
182497,North York,Willowdale South,43.7701199,-79.40849279999999,Trio Restaurant,43.769057691735014,-79.41437684224671,Restaurant
183554,North York,Downsview Northwest,43.7616313,-79.52099940000001,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
183555,North York,Downsview Northwest,43.7616313,-79.52099940000001,Durante's No Frills,43.75926044271617,-79.51892671819911,Grocery Store
183556,North York,Downsview Northwest,43.7616313,-79.52099940000001,Dollarama,43.75931883562195,-79.51843269938222,Discount Store
183557,North York,Downsview Northwest,43.7616313,-79.52099940000001,Yorkgate Mall,43.75866403784837,-79.51964054966928,Shopping Mall
183558,North York,Downsview Northwest,43.7616313,-79.52099940000001,Driftwood community centre,43.76567959563023,-79.51970643195256,Athletics & Sports
183579,Central Toronto,Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
183580,Central Toronto,Lawrence Park,43.7280205,-79.3887901,Dim Sum Deluxe,43.72695269460939,-79.39426004519044,Dim Sum Restaurant
183581,Central Toronto,Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,43.72853205765438,-79.3828602612317,Swim School
183582,Central Toronto,Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
183595,Central Toronto,Roselawn,43.7116948,-79.41693559999999,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736922,Garden
183596,York,The Junction North,43.67318529999999,-79.48726190000001,Caldense Bakery,43.670627809551206,-79.48780836135029,Bakery
183597,York,The Junction North,43.67318529999999,-79.48726190000001,195 Jane Rocket,43.672334850841,-79.49263389979957,Bus Line
183598,York,The Junction North,43.67318529999999,-79.48726190000001,241 Pizza,43.672265496359984,-79.49304767874355,Pizza Place
183599,York,The Junction North,43.67318529999999,-79.48726190000001,Welcome Food Mart,43.66970140136457,-79.48349146580819,Grocery Store
183612,York,Runnymede,43.67318529999999,-79.48726190000001,Caldense Bakery,43.670627809551206,-79.48780836135029,Bakery
183613,York,Runnymede,43.67318529999999,-79.48726190000001,195 Jane Rocket,43.672334850841,-79.49263389979957,Bus Line
183614,York,Runnymede,43.67318529999999,-79.48726190000001,241 Pizza,43.672265496359984,-79.49304767874355,Pizza Place
183615,York,Runnymede,43.67318529999999,-79.48726190000001,Welcome Food Mart,43.66970140136457,-79.48349146580819,Grocery Store
183628,York,Weston,43.706876,-79.51818840000001,Wallace C. Swanek Park,43.708896432967165,-79.52264785766602,Park
183629,Scarborough,Dorset Park,43.7574096,-79.27330400000001,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
183630,Scarborough,Dorset Park,43.7574096,-79.27330400000001,Kairali,43.75476837158203,-79.2771987915039,Indian Restaurant
183631,Scarborough,Dorset Park,43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
183632,Scarborough,Dorset Park,43.7574096,-79.27330400000001,El Pulgarcito,43.754789900822274,-79.2770639581697,Latin American Restaurant
183633,Scarborough,Dorset Park,43.7574096,-79.27330400000001,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
183634,Scarborough,Dorset Park,43.7574096,-79.27330400000001,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
183665,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
183666,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,Kairali,43.75476837158203,-79.2771987915039,Indian Restaurant
183667,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
183668,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,El Pulgarcito,43.754789900822274,-79.2770639581697,Latin American Restaurant
183669,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
183670,Scarborough,Scarborough Town Centre,43.7574096,-79.27330400000001,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
183701,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
183702,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,Kairali,43.75476837158203,-79.2771987915039,Indian Restaurant
183703,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
183704,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,El Pulgarcito,43.754789900822274,-79.2770639581697,Latin American Restaurant
183705,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
183706,Scarborough,Wexford Heights,43.7574096,-79.27330400000001,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
183737,North York,York Mills West,43.752758299999996,-79.4000493,TD Canada Trust,43.7509235,-79.4010039,Bank
183738,North York,York Mills West,43.752758299999996,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
183741,Central Toronto,Davisville North,43.7127511,-79.3901975,Sherwood Park,43.71655100307589,-79.38777567141624,Park
183742,Central Toronto,Davisville North,43.7127511,-79.3901975,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
183743,Central Toronto,Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
183744,Central Toronto,Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
183745,Central Toronto,Davisville North,43.7127511,-79.3901975,Circle K,43.7128345,-79.3915539,Grocery Store
183746,Central Toronto,Davisville North,43.7127511,-79.3901975,Subway,43.708377580939676,-79.390473242753,Sandwich Place
183747,Central Toronto,Davisville North,43.7127511,-79.3901975,Hero Certified Burgers,43.708632833728444,-79.39029641345645,Burger Joint
183748,Central Toronto,Davisville North,43.7127511,-79.3901975,The Ambassador,43.710417755332664,-79.39186039919568,Hotel
183805,Central Toronto,Forest Hill North,43.6969476,-79.41130720000001,Kay Gardner Beltline Trail,43.700726252588964,-79.4101006611444,Trail
183806,Central Toronto,Forest Hill North,43.6969476,-79.41130720000001,Forest Hill Road Park,43.69794474434431,-79.4066047668457,Park
183807,Central Toronto,Forest Hill North,43.6969476,-79.41130720000001,Nikko Sushi Japenese Restaurant,43.700443369880006,-79.40795690464067,Sushi Restaurant
183808,Central Toronto,Forest Hill North,43.6969476,-79.41130720000001,Oliver jewelry,43.70037360267825,-79.4076437784668,Jewelry Store
183821,Central Toronto,Forest Hill West,43.6969476,-79.41130720000001,Kay Gardner Beltline Trail,43.700726252588964,-79.4101006611444,Trail
183822,Central Toronto,Forest Hill West,43.6969476,-79.41130720000001,Forest Hill Road Park,43.69794474434431,-79.4066047668457,Park
183823,Central Toronto,Forest Hill West,43.6969476,-79.41130720000001,Nikko Sushi Japenese Restaurant,43.700443369880006,-79.40795690464067,Sushi Restaurant
183824,Central Toronto,Forest Hill West,43.6969476,-79.41130720000001,Oliver jewelry,43.70037360267825,-79.4076437784668,Jewelry Store
183837,West Toronto,High Park,43.6616083,-79.46476329999999,Hole in the Wall,43.66529624102518,-79.46511783107383,Bar
183838,West Toronto,High Park,43.6616083,-79.46476329999999,Lithuania Park,43.658666653470426,-79.46303844451904,Park
183839,West Toronto,High Park,43.6616083,-79.46476329999999,nodo,43.665303321627505,-79.46562068004896,Italian Restaurant
183840,West Toronto,High Park,43.6616083,-79.46476329999999,Indie Alehouse,43.66547472315272,-79.46528973047275,Gastropub
183841,West Toronto,High Park,43.6616083,-79.46476329999999,Playa Cabana Cantina,43.6653150256334,-79.46554803042925,Mexican Restaurant
183842,West Toronto,High Park,43.6616083,-79.46476329999999,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store
183843,West Toronto,High Park,43.6616083,-79.46476329999999,The Beet Organic Café,43.665339657389666,-79.46713655678533,Café
183844,West Toronto,High Park,43.6616083,-79.46476329999999,Cut the Cheese,43.665399984019786,-79.4660188809358,Sandwich Place
183845,West Toronto,High Park,43.6616083,-79.46476329999999,Junction Flea,43.665258286011984,-79.462867677381,Flea Market
183846,West Toronto,High Park,43.6616083,-79.46476329999999,Mjölk,43.665432436685634,-79.46796194112322,Furniture / Home Store
183847,West Toronto,High Park,43.6616083,-79.46476329999999,Junction City Music Hall,43.66533428942121,-79.46625298427486,Music Venue
183848,West Toronto,High Park,43.6616083,-79.46476329999999,SMASH,43.665496255078395,-79.46553722469592,Antique Shop
183849,West Toronto,High Park,43.6616083,-79.46476329999999,Pandemonium,43.6655328625076,-79.46693103427353,Bookstore
183850,West Toronto,High Park,43.6616083,-79.46476329999999,Tim & Sue's No Frills,43.66449894808741,-79.46867798396231,Grocery Store
183851,West Toronto,High Park,43.6616083,-79.46476329999999,ROUX,43.66541814719867,-79.46239204687215,Cajun / Creole Restaurant
183852,West Toronto,High Park,43.6616083,-79.46476329999999,Silk,43.66529073542964,-79.46623843808621,Thai Restaurant
183853,West Toronto,High Park,43.6616083,-79.46476329999999,Cool Hand of a Girl,43.66541017820662,-79.46282167660381,Café
183854,West Toronto,High Park,43.6616083,-79.46476329999999,Chica’s Nashville Hot Chicken,43.665295,-79.464888,Fried Chicken Joint
183855,West Toronto,High Park,43.6616083,-79.46476329999999,A&W Canada,43.66552,-79.464731,Fast Food Restaurant
183856,West Toronto,High Park,43.6616083,-79.46476329999999,Pascal's Baguette & Bagels,43.665426,-79.466176,Bakery
183857,West Toronto,High Park,43.6616083,-79.46476329999999,Junction Grill,43.66521011890175,-79.46846083483024,Diner
183858,West Toronto,High Park,43.6616083,-79.46476329999999,La Revolucion,43.66546024899212,-79.46430756434131,Mexican Restaurant
183859,West Toronto,High Park,43.6616083,-79.46476329999999,Shoxs,43.665352769160776,-79.46356279142312,Bar
184366,West Toronto,The Junction South,43.6616083,-79.46476329999999,Hole in the Wall,43.66529624102518,-79.46511783107383,Bar
184367,West Toronto,The Junction South,43.6616083,-79.46476329999999,Lithuania Park,43.658666653470426,-79.46303844451904,Park
184368,West Toronto,The Junction South,43.6616083,-79.46476329999999,nodo,43.665303321627505,-79.46562068004896,Italian Restaurant
184369,West Toronto,The Junction South,43.6616083,-79.46476329999999,Indie Alehouse,43.66547472315272,-79.46528973047275,Gastropub
184370,West Toronto,The Junction South,43.6616083,-79.46476329999999,Playa Cabana Cantina,43.6653150256334,-79.46554803042925,Mexican Restaurant
184371,West Toronto,The Junction South,43.6616083,-79.46476329999999,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store
184372,West Toronto,The Junction South,43.6616083,-79.46476329999999,The Beet Organic Café,43.665339657389666,-79.46713655678533,Café
184373,West Toronto,The Junction South,43.6616083,-79.46476329999999,Cut the Cheese,43.665399984019786,-79.4660188809358,Sandwich Place
184374,West Toronto,The Junction South,43.6616083,-79.46476329999999,Junction Flea,43.665258286011984,-79.462867677381,Flea Market
184375,West Toronto,The Junction South,43.6616083,-79.46476329999999,Mjölk,43.665432436685634,-79.46796194112322,Furniture / Home Store
184376,West Toronto,The Junction South,43.6616083,-79.46476329999999,Junction City Music Hall,43.66533428942121,-79.46625298427486,Music Venue
184377,West Toronto,The Junction South,43.6616083,-79.46476329999999,SMASH,43.665496255078395,-79.46553722469592,Antique Shop
184378,West Toronto,The Junction South,43.6616083,-79.46476329999999,Pandemonium,43.6655328625076,-79.46693103427353,Bookstore
184379,West Toronto,The Junction South,43.6616083,-79.46476329999999,Tim & Sue's No Frills,43.66449894808741,-79.46867798396231,Grocery Store
184380,West Toronto,The Junction South,43.6616083,-79.46476329999999,ROUX,43.66541814719867,-79.46239204687215,Cajun / Creole Restaurant
184381,West Toronto,The Junction South,43.6616083,-79.46476329999999,Silk,43.66529073542964,-79.46623843808621,Thai Restaurant
184382,West Toronto,The Junction South,43.6616083,-79.46476329999999,Cool Hand of a Girl,43.66541017820662,-79.46282167660381,Café
184383,West Toronto,The Junction South,43.6616083,-79.46476329999999,Chica’s Nashville Hot Chicken,43.665295,-79.464888,Fried Chicken Joint
184384,West Toronto,The Junction South,43.6616083,-79.46476329999999,A&W Canada,43.66552,-79.464731,Fast Food Restaurant
184385,West Toronto,The Junction South,43.6616083,-79.46476329999999,Pascal's Baguette & Bagels,43.665426,-79.466176,Bakery
184386,West Toronto,The Junction South,43.6616083,-79.46476329999999,Junction Grill,43.66521011890175,-79.46846083483024,Diner
184387,West Toronto,The Junction South,43.6616083,-79.46476329999999,La Revolucion,43.66546024899212,-79.46430756434131,Mexican Restaurant
184388,West Toronto,The Junction South,43.6616083,-79.46476329999999,Shoxs,43.665352769160776,-79.46356279142312,Bar
184895,Etobicoke,Westmount,43.696319,-79.53224240000002,Starbucks,43.69624895488774,-79.533117271768,Coffee Shop
184896,Etobicoke,Westmount,43.696319,-79.53224240000002,Mayflower Chinese Food,43.69275315666511,-79.53156594082111,Chinese Restaurant
184897,Etobicoke,Westmount,43.696319,-79.53224240000002,Pizza Hut,43.69643127748791,-79.53323325309887,Pizza Place
184898,Etobicoke,Westmount,43.696319,-79.53224240000002,Subway,43.69292687319966,-79.5314711469564,Sandwich Place
184899,Etobicoke,Westmount,43.696319,-79.53224240000002,Pizza Nova,43.69281687469844,-79.53156995754804,Pizza Place
184900,Etobicoke,Westmount,43.696319,-79.53224240000002,Dixon & Royal York,43.69959322080556,-79.53434758924551,Intersection
184901,Etobicoke,Westmount,43.696319,-79.53224240000002,2 Bros Cuisine,43.69249918005648,-79.53169763088226,Middle Eastern Restaurant
184902,Etobicoke,Westmount,43.696319,-79.53224240000002,Amazon indoor playground,43.69232417407302,-79.53226162869089,Playground
184959,Scarborough,Maryvale,43.750071500000004,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
184960,Scarborough,Maryvale,43.750071500000004,-79.2958491,Subway,43.746007572548756,-79.29323762088987,Sandwich Place
184961,Scarborough,Maryvale,43.750071500000004,-79.2958491,Frank's Smoke Shop,43.74589,-79.29494,Smoke Shop
184962,Scarborough,Maryvale,43.750071500000004,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
184963,Scarborough,Maryvale,43.750071500000004,-79.2958491,Puffin Gear,43.75094720492973,-79.29004669189453,Accessories Store
184964,Scarborough,Maryvale,43.750071500000004,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
184995,Scarborough,Wexford,43.750071500000004,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
184996,Scarborough,Wexford,43.750071500000004,-79.2958491,Subway,43.746007572548756,-79.29323762088987,Sandwich Place
184997,Scarborough,Wexford,43.750071500000004,-79.2958491,Frank's Smoke Shop,43.74589,-79.29494,Smoke Shop
184998,Scarborough,Wexford,43.750071500000004,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
184999,Scarborough,Wexford,43.750071500000004,-79.2958491,Puffin Gear,43.75094720492973,-79.29004669189453,Accessories Store
185000,Scarborough,Wexford,43.750071500000004,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
185031,North York,Willowdale West,43.7827364,-79.4422593,Shoppers Drug Mart,43.78324549981555,-79.44634852124699,Pharmacy
185032,North York,Willowdale West,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
185033,North York,Willowdale West,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
185034,North York,Willowdale West,43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
185047,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
185048,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
185049,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Starbucks,43.71545573067855,-79.40030317600592,Coffee Shop
185050,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
185051,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
185052,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,lululemon,43.7134754,-79.4000843,Sporting Goods Shop
185053,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
185054,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Nailsense,43.71746731916717,-79.40065341489495,Spa
185055,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
185056,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Dufflet Pastries,43.71572948229811,-79.40028336157728,Dessert Shop
185057,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Tim Hortons,43.71489400011398,-79.39977586269379,Coffee Shop
185058,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,A&W,43.715124,-79.400017,Fast Food Restaurant
185059,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Subway,43.71681812785994,-79.40013572643659,Sandwich Place
185060,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Gap,43.71544977487359,-79.40008916661074,Clothing Store
185061,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
185062,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
185063,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Roberto's,43.71518488614611,-79.40016200645128,Italian Restaurant
185064,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,MYNC Lash Lounge & Brow Bar,43.71468657074871,-79.40004106490885,Cosmetics Shop
185065,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,the bagel house,43.714004,-79.399953,Bagel Shop
185066,Central Toronto,North Toronto West,43.7153834,-79.40567840000001,Budget Car & Truck Rental,43.718479,-79.401165,Rental Car Location
185447,Central Toronto,The Annex,43.6727097,-79.40567840000001,Ezra's Pound,43.67515283323029,-79.40585846415303,Café
185448,Central Toronto,The Annex,43.6727097,-79.40567840000001,Roti Cuisine of India,43.67461834990478,-79.40824866273744,Indian Restaurant
185449,Central Toronto,The Annex,43.6727097,-79.40567840000001,Bar Begonia,43.6750930219172,-79.40640565299303,French Restaurant
185450,Central Toronto,The Annex,43.6727097,-79.40567840000001,Rose & Sons,43.6756684758828,-79.40361659752443,American Restaurant
185451,Central Toronto,The Annex,43.6727097,-79.40567840000001,Madame Boeuf And Flea,43.67524,-79.40662,Burger Joint
185452,Central Toronto,The Annex,43.6727097,-79.40567840000001,Live Organic Food Bar,43.67505287052667,-79.40671518307245,Vegetarian / Vegan Restaurant
185453,Central Toronto,The Annex,43.6727097,-79.40567840000001,Big Crow,43.675896076491284,-79.40368028354095,BBQ Joint
185454,Central Toronto,The Annex,43.6727097,-79.40567840000001,Jean Sibelius Square,43.67142628683921,-79.40883090368688,Park
185455,Central Toronto,The Annex,43.6727097,-79.40567840000001,Magic Oven,43.6748946772507,-79.40699407078071,Pizza Place
185456,Central Toronto,The Annex,43.6727097,-79.40567840000001,The Annex Hodgepodge,43.674975198818274,-79.40654256081908,Sandwich Place
185457,Central Toronto,The Annex,43.6727097,-79.40567840000001,Creeds Coffee Bar,43.67410020855885,-79.41083780404273,Coffee Shop
185458,Central Toronto,The Annex,43.6727097,-79.40567840000001,Dish Cooking Studio,43.67406646467061,-79.4107635453081,Café
185459,Central Toronto,The Annex,43.6727097,-79.40567840000001,Toronto Archives,43.67644734460629,-79.40750861881347,History Museum
185460,Central Toronto,The Annex,43.6727097,-79.40567840000001,Pour House,43.675640867179204,-79.40382084040043,Pub
185461,Central Toronto,The Annex,43.6727097,-79.40567840000001,Haute Coffee,43.675817902127925,-79.40279309076072,Café
185462,Central Toronto,The Annex,43.6727097,-79.40567840000001,Aviv,43.674553,-79.409043,Jewish Restaurant
185463,Central Toronto,The Annex,43.6727097,-79.40567840000001,LCBO,43.675344431726565,-79.40532725232431,Liquor Store
185464,Central Toronto,The Annex,43.6727097,-79.40567840000001,Beauty Boutique by Shoppers Drug Mart,43.67471486426238,-79.40777572566179,Cosmetics Shop
185465,Central Toronto,The Annex,43.6727097,-79.40567840000001,Subway,43.674965,-79.406868,Sandwich Place
185466,Central Toronto,The Annex,43.6727097,-79.40567840000001,Super Jet International Coffee Shop,43.674331761282474,-79.40932490176829,Coffee Shop
185467,Central Toronto,The Annex,43.6727097,-79.40567840000001,Tim Hortons,43.67579963362535,-79.40353178302757,Coffee Shop
185468,Central Toronto,The Annex,43.6727097,-79.40567840000001,Martino's Pizza,43.67555992434719,-79.40355789179394,Pizza Place
185469,Central Toronto,The Annex,43.6727097,-79.40567840000001,Subway,43.67562647482443,-79.4101006611444,Sandwich Place
185470,Central Toronto,The Annex,43.6727097,-79.40567840000001,Kendal Park,43.67162404067188,-79.408636,Park
185471,Central Toronto,The Annex,43.6727097,-79.40567840000001,Davenport Garden Centre,43.67585107911928,-79.4018936520866,Flower Shop
